Name;ISO_3;ID;PA_Land_Area;PA_Marine_Area;Land_Area;Percentage_PA_Land_Cover;Percentage_PA_Marine_Cover;Marine_Area;Polygons_Count;Points_Count;OECM_Polygon_Count;OECM_Point_Count;Protected_Area_Polygon_Count;Protected_Area_Point_Count;Percentage_OECMs_PA_Marine_Cover;OECMs_PA_Land_Area;OECMs_PA_Marine_Area;Percentage_OECMs_PA_Land_Cover;Assessments;Assessed_PAs;PAME_PA_Land_Area;PAME_Percentage_PA_Land_Cover;PAME_PA_Marine_Area;PAME_Percentage_PA_Marine_Cover;Pas_Count;Pas_National_Count;Pas_Regional_Count;Pas_International_Count;Pas_With_IUCN_Category_Count;Pas_With_IUCN_Category_Percentage;Protected_Planet_Link;Communal Conservancy (Count);Communal Conservancy (Percentage);Community Forest (Count);Community Forest (Percentage);Concession (Count);Concession (Percentage);Forest Reserve (Count);Forest Reserve (Percentage);Marine Protected Area (Count);Marine Protected Area (Percentage);National Park (Count);National Park (Percentage);Private Reserve (Count);Private Reserve (Percentage);Ramsar Site, Wetland of International Importance (Count);Ramsar Site, Wetland of International Importance (Percentage);World Heritage Site (natural or mixed) (Count);World Heritage Site (natural or mixed) (Percentage);II (Count);II (Percentage);III (Count);III (Percentage);IV (Count);IV (Percentage);V (Count);V (Percentage);VI (Count);VI (Percentage);Not Reported (Count);Not Reported (Percentage);Not Applicable (Count);Not Applicable (Percentage);Federal or national ministry or agency (Count);Federal or national ministry or agency (Percentage);Local communities (Count);Local communities (Percentage);Individual landowners (Count);Individual landowners (Percentage)
Namibia;NAM;NAM;330348,444;9646,27499;827465,4339;39,9229317;1,7141997;562727,6243;158;0;0;0;158;0;1,714199654;330348,444;9646,27499;39,92292977;40;18;129581,956;15,6601048;243,8362716;0,0433311;158;152;0;6;158;100;http://protectedplanet,net/country/NA;86;;36;;7;;1;;1;;19;;2;;5;;1;;9;5,7;2;1,27;1;0,63;3;1,9;1;0,63;3;1,9;1;0,63;31;19,62;122;77,22;2;1,27
